code,area name,index,category,value,average salary
E08000022,North Tyneside,39,Pupil absences [L2],105.4,#N/A
E08000022,North Tyneside,40,Pupil attainment [L2],106.7,#N/A
E08000022,North Tyneside,41,Teenage pregnancy [L2],109.2,#N/A
E08000022,North Tyneside,42,"Young people in education, employment and apprenticeships [L2]",95.9,#N/A
E08000022,North Tyneside,43,Physiological risk factors [L],89.4,#N/A
E08000022,North Tyneside,44,High blood pressure [L3],100,#N/A
E08000022,North Tyneside,45,Low birth weight [L3],99,#N/A
E08000022,North Tyneside,46,Overweight and obesity in adults [L3],92,#N/A
E08000022,North Tyneside,47,Overweight and obesity in children [L3],88.8,#N/A
E08000022,North Tyneside,48,Protective measures [L],112.3,#N/A
E08000022,North Tyneside,49,Cancer screening attendance [L4],108.1,#N/A
E08000022,North Tyneside,50,Child vaccination coverage [L4],113.9,#N/A
E08000022,North Tyneside,51,Healthy Places Domain,111.5,#N/A
E08000022,North Tyneside,52,Access to green space [Pl],112.2,#N/A
E08000022,North Tyneside,53,Private outdoor space [Pl1],112.2,#N/A
E08000022,North Tyneside,54,Access to services [Pl],104.9,#N/A
E08000022,North Tyneside,55,Distance to GP services [Pl2],101.9,#N/A
E08000022,North Tyneside,56,Distance to pharmacies [Pl2],103.2,#N/A
E08000022,North Tyneside,57,Distance to sports or leisure facilities [Pl2],103.1,#N/A
E08000022,North Tyneside,58,Internet access [Pl2],113.3,#N/A
E08000022,North Tyneside,59,Patients offered acceptable GP practice appointments [Pl2],105,#N/A
E08000022,North Tyneside,60,Crime [Pl],96.5,#N/A
E08000022,North Tyneside,61,Low-level crime [Pl3],100.7,#N/A
E08000022,North Tyneside,62,Personal crime [Pl3],92.9,#N/A
E08000022,North Tyneside,63,Economic and working conditions [Pl],97.9,#N/A
E08000022,North Tyneside,64,Child poverty [Pl4],99.1,#N/A
E08000022,North Tyneside,65,Job-related training [Pl4],100.6,#N/A
E08000022,North Tyneside,66,Unemployment [Pl4],95.1,#N/A
E08000022,North Tyneside,67,Workplace safety [Pl4],105.8,#N/A
E08000022,North Tyneside,68,Living conditions [Pl],116.4,#N/A
E08000022,North Tyneside,69,Air pollution [Pl5],117.7,#N/A
E08000022,North Tyneside,70,Household overcrowding [Pl5],139.3,#N/A
E08000022,North Tyneside,71,Noise complaints [Pl5],98.6,#N/A
E08000022,North Tyneside,72,Road safety [Pl5],99.7,#N/A
E08000022,North Tyneside,73,Rough sleeping [Pl5],106.9,#N/A
E08000023,South Tyneside,1,Healthy People Domain,89.3,#N/A
E08000023,South Tyneside,2,Difficulties in daily life [Pe],87.9,#N/A
E08000023,South Tyneside,3,Disability [Pe1],81.5,#N/A
E08000023,South Tyneside,4,Frailty [Pe1],98.7,#N/A
E08000023,South Tyneside,5,Mental health [Pe],91.2,#N/A
E08000023,South Tyneside,6,"Children's social, emotional and mental health [Pe2]",75.8,#N/A
E08000023,South Tyneside,7,Mental health conditions [Pe2],95.9,#N/A
E08000023,South Tyneside,8,Self-harm [Pe2],87.7,#N/A
E08000023,South Tyneside,9,Suicides [Pe2],112,#N/A
E08000023,South Tyneside,10,Mortality [Pe],85.5,#N/A
E08000023,South Tyneside,11,Avoidable mortality [Pe3],81.4,#N/A
E08000023,South Tyneside,12,Infant mortality [Pe3],98.7,#N/A
E08000023,South Tyneside,13,Life expectancy [Pe3],83.1,#N/A
E08000023,South Tyneside,14,Mortality from all causes [Pe3],89.5,#N/A
E08000023,South Tyneside,15,Personal well-being [Pe],98.2,#N/A
E08000023,South Tyneside,16,Activities in life are worthwhile [Pe4],101,#N/A
E08000023,South Tyneside,17,Feelings of anxiety [Pe4],102.8,#N/A
E08000023,South Tyneside,18,Happiness [Pe4],98.1,#N/A
E08000023,South Tyneside,19,Life satisfaction [Pe4],93.8,#N/A
E08000023,South Tyneside,20,Physical health conditions [Pe],101,#N/A
E08000023,South Tyneside,21,Cancer [Pe5],105.6,#N/A
E08000023,South Tyneside,22,Cardiovascular conditions [Pe5],101.2,#N/A
E08000023,South Tyneside,23,Dementia [Pe5],89.2,#N/A
E08000023,South Tyneside,24,Diabetes [Pe5],100.5,#N/A
E08000023,South Tyneside,25,Kidney and liver disease [Pe5],103.3,#N/A
E08000023,South Tyneside,26,Musculoskeletal conditions [Pe5],101.3,#N/A
E08000023,South Tyneside,27,Respiratory conditions [Pe5],99,#N/A
E08000023,South Tyneside,28,Healthy Lives Domain,89.2,#N/A
E08000023,South Tyneside,29,Behavioural risk factors [L],87.6,#N/A
E08000023,South Tyneside,30,Alcohol misuse [L1],80.3,#N/A
E08000023,South Tyneside,31,Drug misuse [L1],95.9,#N/A
E08000023,South Tyneside,32,Healthy eating [L1],85.4,#N/A
E08000023,South Tyneside,33,Physical activity [L1],90.4,#N/A
E08000023,South Tyneside,34,Sedentary behaviour [L1],87.2,#N/A
E08000023,South Tyneside,35,Sexually transmitted infections [L1],111.7,#N/A
E08000023,South Tyneside,36,Smoking [L1],101.8,#N/A
E08000023,South Tyneside,37,Children and young people [L],99.1,#N/A
E08000023,South Tyneside,38,Early years development [L2],114.7,#N/A
E08000023,South Tyneside,39,Pupil absences [L2],90.7,#N/A
E08000023,South Tyneside,40,Pupil attainment [L2],99,#N/A
E08000023,South Tyneside,41,Teenage pregnancy [L2],105.6,#N/A
E08000023,South Tyneside,42,"Young people in education, employment and apprenticeships [L2]",86.2,#N/A
E08000023,South Tyneside,43,Physiological risk factors [L],68.5,#N/A
E08000023,South Tyneside,44,High blood pressure [L3],114.5,#N/A
E08000023,South Tyneside,45,Low birth weight [L3],100.8,#N/A
E08000023,South Tyneside,46,Overweight and obesity in adults [L3],92,#N/A
E08000023,South Tyneside,47,Overweight and obesity in children [L3],58.6,#N/A
E08000023,South Tyneside,48,Protective measures [L],110.2,#N/A
E08000023,South Tyneside,49,Cancer screening attendance [L4],101.5,#N/A
E08000023,South Tyneside,50,Child vaccination coverage [L4],116.6,#N/A
E08000023,South Tyneside,51,Healthy Places Domain,108.3,#N/A
E08000023,South Tyneside,52,Access to green space [Pl],116.9,#N/A
E08000023,South Tyneside,53,Private outdoor space [Pl1],116.9,#N/A
E08000023,South Tyneside,54,Access to services [Pl],105.6,#N/A
E08000023,South Tyneside,55,Distance to GP services [Pl2],103.9,#N/A
E08000023,South Tyneside,56,Distance to pharmacies [Pl2],103.6,#N/A
E08000023,South Tyneside,57,Distance to sports or leisure facilities [Pl2],102.3,#N/A
E08000023,South Tyneside,58,Internet access [Pl2],108.3,#N/A
E08000023,South Tyneside,59,Patients offered acceptable GP practice appointments [Pl2],99.2,#N/A
E08000023,South Tyneside,60,Crime [Pl],98.5,#N/A
E08000023,South Tyneside,61,Low-level crime [Pl3],106.6,#N/A
E08000023,South Tyneside,62,Personal crime [Pl3],90.5,#N/A
E08000023,South Tyneside,63,Economic and working conditions [Pl],90,#N/A
E08000023,South Tyneside,64,Child poverty [Pl4],89.3,#N/A
E08000023,South Tyneside,65,Job-related training [Pl4],96.4,#N/A
E08000023,South Tyneside,66,Unemployment [Pl4],92.5,#N/A
E08000023,South Tyneside,67,Workplace safety [Pl4],101.6,#N/A
E08000023,South Tyneside,68,Living conditions [Pl],109,#N/A
E08000023,South Tyneside,69,Air pollution [Pl5],117.1,#N/A
E08000023,South Tyneside,70,Household overcrowding [Pl5],127.5,#N/A
E08000023,South Tyneside,71,Noise complaints [Pl5],79.5,#N/A
E08000023,South Tyneside,72,Road safety [Pl5],100.5,#N/A
E08000023,South Tyneside,73,Rough sleeping [Pl5],110.5,#N/A
E08000024,Sunderland,1,Healthy People Domain,81.3,#N/A
E08000024,Sunderland,2,Difficulties in daily life [Pe],79.3,#N/A
E08000024,Sunderland,3,Disability [Pe1],75,#N/A
E08000024,Sunderland,4,Frailty [Pe1],91.2,#N/A
E08000024,Sunderland,5,Mental health [Pe],89.2,#N/A
E08000024,Sunderland,6,"Children's social, emotional and mental health [Pe2]",85.3,#N/A
E08000024,Sunderland,7,Mental health conditions [Pe2],94.6,#N/A
E08000024,Sunderland,8,Self-harm [Pe2],101,#N/A
E08000024,Sunderland,9,Suicides [Pe2],84.4,#N/A
E08000024,Sunderland,10,Mortality [Pe],84.8,#N/A
E08000024,Sunderland,11,Avoidable mortality [Pe3],83.2,#N/A
E08000024,Sunderland,12,Infant mortality [Pe3],113.7,#N/A
E08000024,Sunderland,13,Life expectancy [Pe3],82.4,#N/A
E08000024,Sunderland,14,Mortality from all causes [Pe3],77.8,#N/A
E08000024,Sunderland,15,Personal well-being [Pe],76.8,#N/A
E08000024,Sunderland,16,Activities in life are worthwhile [Pe4],75,#N/A
E08000024,Sunderland,17,Feelings of anxiety [Pe4],89.3,#N/A
E08000024,Sunderland,18,Happiness [Pe4],80.5,#N/A
E08000024,Sunderland,19,Life satisfaction [Pe4],78.9,#N/A
E08000024,Sunderland,20,Physical health conditions [Pe],106.7,#N/A
E08000024,Sunderland,21,Cancer [Pe5],110.3,#N/A
E08000024,Sunderland,22,Cardiovascular conditions [Pe5],103,#N/A
E08000024,Sunderland,23,Dementia [Pe5],106.1,#N/A
E08000024,Sunderland,24,Diabetes [Pe5],108.2,#N/A
E08000024,Sunderland,25,Kidney and liver disease [Pe5],101.4,#N/A
E08000024,Sunderland,26,Musculoskeletal conditions [Pe5],102.5,#N/A
E08000024,Sunderland,27,Respiratory conditions [Pe5],104.7,#N/A
E08000024,Sunderland,28,Healthy Lives Domain,94,#N/A
E08000024,Sunderland,29,Behavioural risk factors [L],87.8,#N/A
E08000024,Sunderland,30,Alcohol misuse [L1],80.6,#N/A
E08000024,Sunderland,31,Drug misuse [L1],101.7,#N/A
E08000024,Sunderland,32,Healthy eating [L1],83.9,#N/A
E08000024,Sunderland,33,Physical activity [L1],89.3,#N/A
E08000024,Sunderland,34,Sedentary behaviour [L1],91,#N/A
E08000024,Sunderland,35,Sexually transmitted infections [L1],97.5,#N/A
E08000024,Sunderland,36,Smoking [L1],104.9,#N/A
E08000024,Sunderland,37,Children and young people [L],93.2,#N/A
E08000024,Sunderland,38,Early years development [L2],113.4,#N/A
E08000024,Sunderland,39,Pupil absences [L2],82.3,#N/A
E08000024,Sunderland,40,Pupil attainment [L2],98,#N/A
E08000024,Sunderland,41,Teenage pregnancy [L2],97.5,#N/A
E08000024,Sunderland,42,"Young people in education, employment and apprenticeships [L2]",85.3,#N/A
E08000024,Sunderland,43,Physiological risk factors [L],91.6,#N/A
E08000024,Sunderland,44,High blood pressure [L3],109.3,#N/A
E08000024,Sunderland,45,Low birth weight [L3],100.8,#N/A
E08000024,Sunderland,46,Overweight and obesity in adults [L3],86,#N/A
E08000024,Sunderland,47,Overweight and obesity in children [L3],93.5,#N/A
E08000024,Sunderland,48,Protective measures [L],108,#N/A
E08000024,Sunderland,49,Cancer screening attendance [L4],98.6,#N/A
E08000024,Sunderland,50,Child vaccination coverage [L4],115.6,#N/A
E08000024,Sunderland,51,Healthy Places Domain,103,#N/A
E08000024,Sunderland,52,Access to green space [Pl],111.2,#N/A
E08000024,Sunderland,53,Private outdoor space [Pl1],111.2,#N/A
E08000024,Sunderland,54,Access to services [Pl],102.6,#N/A
E08000024,Sunderland,55,Distance to GP services [Pl2],100.9,#N/A
E08000024,Sunderland,56,Distance to pharmacies [Pl2],99.8,#N/A
E08000024,Sunderland,57,Distance to sports or leisure facilities [Pl2],104.4,#N/A
E08000024,Sunderland,58,Internet access [Pl2],109.6,#N/A
E08000024,Sunderland,59,Patients offered acceptable GP practice appointments [Pl2],101.9,#N/A
E08000024,Sunderland,60,Crime [Pl],91.8,#N/A
E08000024,Sunderland,61,Low-level crime [Pl3],98.2,#N/A
E08000024,Sunderland,62,Personal crime [Pl3],86.5,#N/A
E08000024,Sunderland,63,Economic and working conditions [Pl],91.6,#N/A
E08000024,Sunderland,64,Child poverty [Pl4],91.3,#N/A
E08000024,Sunderland,65,Job-related training [Pl4],94.3,#N/A
E08000024,Sunderland,66,Unemployment [Pl4],94,#N/A
E08000024,Sunderland,67,Workplace safety [Pl4],100,#N/A
E08000024,Sunderland,68,Living conditions [Pl],110.1,#N/A
E08000024,Sunderland,69,Air pollution [Pl5],119.6,#N/A
E08000024,Sunderland,70,Household overcrowding [Pl5],120.9,#N/A
E08000024,Sunderland,71,Noise complaints [Pl5],94.6,#N/A
E08000024,Sunderland,72,Road safety [Pl5],99.8,#N/A
E08000024,Sunderland,73,Rough sleeping [Pl5],105.6,#N/A
E08000037,Gateshead,1,Healthy People Domain,87.3,23862.8
E08000037,Gateshead,2,Difficulties in daily life [Pe],77,23862.8
E08000037,Gateshead,3,Disability [Pe1],71.9,23862.8
E08000037,Gateshead,4,Frailty [Pe1],90.4,23862.8
E08000037,Gateshead,5,Mental health [Pe],91.8,23862.8
E08000037,Gateshead,6,"Children's social, emotional and mental health [Pe2]",96.4,23862.8
E08000037,Gateshead,7,Mental health conditions [Pe2],95.2,23862.8
E08000037,Gateshead,8,Self-harm [Pe2],86,23862.8
E08000037,Gateshead,9,Suicides [Pe2],102.1,23862.8
E08000037,Gateshead,10,Mortality [Pe],89.3,23862.8
E08000037,Gateshead,11,Avoidable mortality [Pe3],86.9,23862.8
E08000037,Gateshead,12,Infant mortality [Pe3],99.9,23862.8
E08000037,Gateshead,13,Life expectancy [Pe3],87.7,23862.8
E08000037,Gateshead,14,Mortality from all causes [Pe3],91.1,23862.8
E08000037,Gateshead,15,Personal well-being [Pe],92.7,23862.8
E08000037,Gateshead,16,Activities in life are worthwhile [Pe4],93.9,23862.8
E08000037,Gateshead,17,Feelings of anxiety [Pe4],88.2,23862.8
E08000037,Gateshead,18,Happiness [Pe4],100.7,23862.8
E08000037,Gateshead,19,Life satisfaction [Pe4],91.2,23862.8
E08000037,Gateshead,20,Physical health conditions [Pe],106.3,23862.8
E08000037,Gateshead,21,Cancer [Pe5],112.4,23862.8
E08000037,Gateshead,22,Cardiovascular conditions [Pe5],108.8,23862.8
E08000037,Gateshead,23,Dementia [Pe5],94.7,23862.8
E08000037,Gateshead,24,Diabetes [Pe5],102.8,23862.8
E08000037,Gateshead,25,Kidney and liver disease [Pe5],95.8,23862.8
E08000037,Gateshead,26,Musculoskeletal conditions [Pe5],105.5,23862.8
E08000037,Gateshead,27,Respiratory conditions [Pe5],103.6,23862.8
E08000037,Gateshead,28,Healthy Lives Domain,93,23862.8
E08000037,Gateshead,29,Behavioural risk factors [L],95,23862.8
E08000037,Gateshead,30,Alcohol misuse [L1],83.4,23862.8
E08000037,Gateshead,31,Drug misuse [L1],99,23862.8
E08000037,Gateshead,32,Healthy eating [L1],93.1,23862.8
E08000037,Gateshead,33,Physical activity [L1],95.4,23862.8
E08000037,Gateshead,34,Sedentary behaviour [L1],94.3,23862.8
E08000037,Gateshead,35,Sexually transmitted infections [L1],109.1,23862.8
E08000037,Gateshead,36,Smoking [L1],107.9,23862.8
E08000037,Gateshead,37,Children and young people [L],102.3,23862.8
E08000037,Gateshead,38,Early years development [L2],114.1,23862.8
E08000037,Gateshead,39,Pupil absences [L2],91.4,23862.8
E08000037,Gateshead,40,Pupil attainment [L2],104.5,23862.8
E08000037,Gateshead,41,Teenage pregnancy [L2],105.5,23862.8
E08000037,Gateshead,42,"Young people in education, employment and apprenticeships [L2]",99.4,23862.8
E08000037,Gateshead,43,Physiological risk factors [L],76.7,23862.8
E08000037,Gateshead,44,High blood pressure [L3],108.3,23862.8
E08000037,Gateshead,45,Low birth weight [L3],92.3,23862.8
E08000037,Gateshead,46,Overweight and obesity in adults [L3],78.3,23862.8
E08000037,Gateshead,47,Overweight and obesity in children [L3],79.5,23862.8
E08000037,Gateshead,48,Protective measures [L],103.6,23862.8
E08000037,Gateshead,49,Cancer screening attendance [L4],99.3,23862.8
E08000037,Gateshead,50,Child vaccination coverage [L4],107.1,23862.8
E08000037,Gateshead,51,Healthy Places Domain,104.5,23862.8
E08000037,Gateshead,52,Access to green space [Pl],105.5,23862.8
E08000037,Gateshead,53,Private outdoor space [Pl1],105.5,23862.8
E08000037,Gateshead,54,Access to services [Pl],103.7,23862.8
E08000037,Gateshead,55,Distance to GP services [Pl2],103.6,23862.8
E08000037,Gateshead,56,Distance to pharmacies [Pl2],100.9,23862.8
E08000037,Gateshead,57,Distance to sports or leisure facilities [Pl2],104.8,23862.8
E08000037,Gateshead,58,Internet access [Pl2],106.6,23862.8
E08000037,Gateshead,59,Patients offered acceptable GP practice appointments [Pl2],100.2,23862.8
E08000037,Gateshead,60,Crime [Pl],95.6,23862.8
E08000037,Gateshead,61,Low-level crime [Pl3],102.5,23862.8
E08000037,Gateshead,62,Personal crime [Pl3],89.3,23862.8
E08000037,Gateshead,63,Economic and working conditions [Pl],94.3,23862.8
E08000037,Gateshead,64,Child poverty [Pl4],95.2,23862.8
E08000037,Gateshead,65,Job-related training [Pl4],94.2,23862.8
E08000037,Gateshead,66,Unemployment [Pl4],93.7,23862.8
E08000037,Gateshead,67,Workplace safety [Pl4],104.3,23862.8
E08000037,Gateshead,68,Living conditions [Pl],111.9,23862.8
E08000037,Gateshead,69,Air pollution [Pl5],119.4,23862.8
E08000037,Gateshead,70,Household overcrowding [Pl5],121.2,23862.8
E08000037,Gateshead,71,Noise complaints [Pl5],97.6,23862.8
E08000037,Gateshead,72,Road safety [Pl5],101.3,23862.8
E08000037,Gateshead,73,Rough sleeping [Pl5],108.7,23862.8
E12000002,North West,1,Healthy People Domain,91.2,#N/A
E12000002,North West,2,Difficulties in daily life [Pe],91.9,#N/A
E12000002,North West,3,Disability [Pe1],84.1,#N/A
E12000002,North West,4,Frailty [Pe1],102.6,#N/A
E12000002,North West,5,Mental health [Pe],92.8,#N/A
E12000002,North West,6,"Children's social, emotional and mental health [Pe2]",92.6,#N/A
E12000002,North West,7,Mental health conditions [Pe2],95,#N/A
E12000002,North West,8,Self-harm [Pe2],95.9,#N/A
E12000002,North West,9,Suicides [Pe2],95.3,#N/A
E12000002,North West,10,Mortality [Pe],89.2,#N/A
E12000002,North West,11,Avoidable mortality [Pe3],88.5,#N/A
E12000002,North West,12,Infant mortality [Pe3],96.4,#N/A
E12000002,North West,13,Life expectancy [Pe3],89.1,#N/A
E12000002,North West,14,Mortality from all causes [Pe3],89.3,#N/A
E12000002,North West,15,Personal well-being [Pe],93.8,#N/A
E12000002,North West,16,Activities in life are worthwhile [Pe4],96.7,#N/A
E12000002,North West,17,Feelings of anxiety [Pe4],90.1,#N/A
E12000002,North West,18,Happiness [Pe4],97.8,#N/A
E12000002,North West,19,Life satisfaction [Pe4],93.4,#N/A
E12000002,North West,20,Physical health conditions [Pe],102.7,#N/A
E12000002,North West,21,Cancer [Pe5],102.5,#N/A
E12000002,North West,22,Cardiovascular conditions [Pe5],101.8,#N/A
E12000002,North West,23,Dementia [Pe5],103.9,#N/A
E12000002,North West,24,Diabetes [Pe5],103,#N/A
E12000002,North West,25,Kidney and liver disease [Pe5],98.6,#N/A
E12000002,North West,26,Musculoskeletal conditions [Pe5],104.2,#N/A
E12000002,North West,27,Respiratory conditions [Pe5],100,#N/A
E12000002,North West,28,Healthy Lives Domain,94,#N/A
E12000002,North West,29,Behavioural risk factors [L],94.3,#N/A
E12000002,North West,30,Alcohol misuse [L1],90.9,#N/A
E12000002,North West,31,Drug misuse [L1],94.7,#N/A
E12000002,North West,32,Healthy eating [L1],89.1,#N/A
E12000002,North West,33,Physical activity [L1],96.4,#N/A
E12000002,North West,34,Sedentary behaviour [L1],93.4,#N/A
E12000002,North West,35,Sexually transmitted infections [L1],106.8,#N/A
E12000002,North West,36,Smoking [L1],107.1,#N/A
E12000002,North West,37,Children and young people [L],102.2,#N/A
E12000002,North West,38,Early years development [L2],105.6,#N/A
E12000002,North West,39,Pupil absences [L2],99.4,#N/A
E12000002,North West,40,Pupil attainment [L2],105.1,#N/A
E12000002,North West,41,Teenage pregnancy [L2],105.3,#N/A
E12000002,North West,42,"Young people in education, employment and apprenticeships [L2]",95,#N/A
E12000002,North West,43,Physiological risk factors [L],89.1,#N/A
E12000002,North West,44,High blood pressure [L3],107.5,#N/A
E12000002,North West,45,Low birth weight [L3],101.9,#N/A
E12000002,North West,46,Overweight and obesity in adults [L3],91.3,#N/A
E12000002,North West,47,Overweight and obesity in children [L3],87.4,#N/A
E12000002,North West,48,Protective measures [L],95.2,#N/A
E12000002,North West,49,Cancer screening attendance [L4],90.6,#N/A
E12000002,North West,50,Child vaccination coverage [L4],100.8,#N/A
E12000002,North West,51,Healthy Places Domain,105.7,#N/A
E12000002,North West,52,Access to green space [Pl],103.3,#N/A
E12000002,North West,53,Private outdoor space [Pl1],103.3,#N/A
E12000002,North West,54,Access to services [Pl],103.7,#N/A
E12000002,North West,55,Distance to GP services [Pl2],102.3,#N/A
E12000002,North West,56,Distance to pharmacies [Pl2],102.9,#N/A
E12000002,North West,57,Distance to sports or leisure facilities [Pl2],102.7,#N/A
E12000002,North West,58,Internet access [Pl2],106.5,#N/A
E12000002,North West,59,Patients offered acceptable GP practice appointments [Pl2],99.9,#N/A
E12000002,North West,60,Crime [Pl],98.8,#N/A
E12000002,North West,61,Low-level crime [Pl3],108.2,#N/A
E12000002,North West,62,Personal crime [Pl3],89.6,#N/A
E12000002,North West,63,Economic and working conditions [Pl],96.7,#N/A
E12000002,North West,64,Child poverty [Pl4],93.9,#N/A
E12000002,North West,65,Job-related training [Pl4],96.7,#N/A
E12000002,North West,66,Unemployment [Pl4],101.5,#N/A
E12000002,North West,67,Workplace safety [Pl4],102,#N/A
E12000002,North West,68,Living conditions [Pl],111.4,#N/A
E12000002,North West,69,Air pollution [Pl5],118.3,#N/A
E12000002,North West,70,Household overcrowding [Pl5],118.3,#N/A
E12000002,North West,71,Noise complaints [Pl5],100,#N/A
E12000002,North West,72,Road safety [Pl5],102.5,#N/A
E12000002,North West,73,Rough sleeping [Pl5],106.5,#N/A
E06000006,Halton,1,Healthy People Domain,83.4,24918.4
E06000006,Halton,2,Difficulties in daily life [Pe],82.9,24918.4
E06000006,Halton,3,Disability [Pe1],75.8,24918.4
E06000006,Halton,4,Frailty [Pe1],96.2,24918.4
E06000006,Halton,5,Mental health [Pe],87.2,24918.4
E06000006,Halton,6,"Children's social, emotional and mental health [Pe2]",84.5,24918.4
E06000006,Halton,7,Mental health conditions [Pe2],91.8,24918.4
E06000006,Halton,8,Self-harm [Pe2],86.9,24918.4
E06000006,Halton,9,Suicides [Pe2],99.8,24918.4
E06000006,Halton,10,Mortality [Pe],88.9,24918.4
E06000006,Halton,11,Avoidable mortality [Pe3],87.8,24918.4
E06000006,Halton,12,Infant mortality [Pe3],97.9,24918.4
E06000006,Halton,13,Life expectancy [Pe3],87,24918.4
E06000006,Halton,14,Mortality from all causes [Pe3],90.6,24918.4
E06000006,Halton,15,Personal well-being [Pe],87.3,24918.4
E06000006,Halton,16,Activities in life are worthwhile [Pe4],91,24918.4
E06000006,Halton,17,Feelings of anxiety [Pe4],87.2,24918.4
E06000006,Halton,18,Happiness [Pe4],94,24918.4
E06000006,Halton,19,Life satisfaction [Pe4],84.6,24918.4
E06000006,Halton,20,Physical health conditions [Pe],97.5,24918.4
E06000006,Halton,21,Cancer [Pe5],109.5,24918.4
E06000006,Halton,22,Cardiovascular conditions [Pe5],97.6,24918.4
E06000006,Halton,23,Dementia [Pe5],98.1,24918.4
E06000006,Halton,24,Diabetes [Pe5],98.7,24918.4
E06000006,Halton,25,Kidney and liver disease [Pe5],99.7,24918.4
E06000006,Halton,26,Musculoskeletal conditions [Pe5],93.5,24918.4
E06000006,Halton,27,Respiratory conditions [Pe5],93,24918.4
E06000006,Halton,28,Healthy Lives Domain,87.3,24918.4
E06000006,Halton,29,Behavioural risk factors [L],95.3,24918.4
E06000006,Halton,30,Alcohol misuse [L1],88.3,24918.4
E06000006,Halton,31,Drug misuse [L1],90.7,24918.4
E06000006,Halton,32,Healthy eating [L1],77.3,24918.4
E06000006,Halton,33,Physical activity [L1],98.8,24918.4
E06000006,Halton,34,Sedentary behaviour [L1],97.2,24918.4
E06000006,Halton,35,Sexually transmitted infections [L1],128.2,24918.4
E06000006,Halton,36,Smoking [L1],110.4,24918.4
E06000006,Halton,37,Children and young people [L],94.9,24918.4
E06000006,Halton,38,Early years development [L2],100,24918.4
E06000006,Halton,39,Pupil absences [L2],92.7,24918.4
E06000006,Halton,40,Pupil attainment [L2],96.7,24918.4
E06000006,Halton,41,Teenage pregnancy [L2],88.7,24918.4
E06000006,Halton,42,"Young people in education, employment and apprenticeships [L2]",101.9,24918.4
E06000006,Halton,43,Physiological risk factors [L],78.1,24918.4
E06000006,Halton,44,High blood pressure [L3],98.8,24918.4
E06000006,Halton,45,Low birth weight [L3],99.2,24918.4
E06000006,Halton,46,Overweight and obesity in adults [L3],93.5,24918.4
E06000006,Halton,47,Overweight and obesity in children [L3],72.2,24918.4
E06000006,Halton,48,Protective measures [L],91.1,24918.4
E06000006,Halton,49,Cancer screening attendance [L4],81.9,24918.4
E06000006,Halton,50,Child vaccination coverage [L4],102.2,24918.4
E06000006,Halton,51,Healthy Places Domain,108.2,24918.4
E06000006,Halton,52,Access to green space [Pl],111.9,24918.4
E06000006,Halton,53,Private outdoor space [Pl1],111.9,24918.4
E06000006,Halton,54,Access to services [Pl],100.7,24918.4
E06000006,Halton,55,Distance to GP services [Pl2],101,24918.4
E06000006,Halton,56,Distance to pharmacies [Pl2],98.3,24918.4
E06000006,Halton,57,Distance to sports or leisure facilities [Pl2],98.7,24918.4
E06000006,Halton,58,Internet access [Pl2],112.3,24918.4
E06000006,Halton,59,Patients offered acceptable GP practice appointments [Pl2],89.1,24918.4
E06000006,Halton,60,Crime [Pl],93.3,24918.4
E06000006,Halton,61,Low-level crime [Pl3],104.8,24918.4
E06000006,Halton,62,Personal crime [Pl3],82.7,24918.4
E06000006,Halton,63,Economic and working conditions [Pl],100,24918.4
E06000006,Halton,64,Child poverty [Pl4],98.4,24918.4
E06000006,Halton,65,Job-related training [Pl4],89.4,24918.4
E06000006,Halton,66,Unemployment [Pl4],104.5,24918.4
E06000006,Halton,67,Workplace safety [Pl4],98.4,24918.4
E06000006,Halton,68,Living conditions [Pl],114,24918.4
E06000006,Halton,69,Air pollution [Pl5],116.5,24918.4
E06000006,Halton,70,Household overcrowding [Pl5],123.2,24918.4
E06000006,Halton,71,Noise complaints [Pl5],96.7,24918.4
E06000006,Halton,72,Road safety [Pl5],101.3,24918.4
E06000006,Halton,73,Rough sleeping [Pl5],123.2,24918.4
E06000007,Warrington,1,Healthy People Domain,95.3,#N/A
E06000007,Warrington,2,Difficulties in daily life [Pe],92,#N/A
E06000007,Warrington,3,Disability [Pe1],86.5,#N/A
E06000007,Warrington,4,Frailty [Pe1],100.4,#N/A
E06000007,Warrington,5,Mental health [Pe],97.8,#N/A
E06000007,Warrington,6,"Children's social, emotional and mental health [Pe2]",98.5,#N/A
E06000007,Warrington,7,Mental health conditions [Pe2],97.9,#N/A
E06000007,Warrington,8,Self-harm [Pe2],93.7,#N/A
E06000007,Warrington,9,Suicides [Pe2],105,#N/A
E06000007,Warrington,10,Mortality [Pe],96.9,#N/A
E06000007,Warrington,11,Avoidable mortality [Pe3],99.7,#N/A
E06000007,Warrington,12,Infant mortality [Pe3],97.7,#N/A
E06000007,Warrington,13,Life expectancy [Pe3],95.7,#N/A
E06000007,Warrington,14,Mortality from all causes [Pe3],95.9,#N/A
E06000007,Warrington,15,Personal well-being [Pe],92.5,#N/A
E06000007,Warrington,16,Activities in life are worthwhile [Pe4],96.9,#N/A
E06000007,Warrington,17,Feelings of anxiety [Pe4],94.1,#N/A
E06000007,Warrington,18,Happiness [Pe4],95,#N/A
E06000007,Warrington,19,Life satisfaction [Pe4],89.2,#N/A
E06000007,Warrington,20,Physical health conditions [Pe],104.8,#N/A
E06000007,Warrington,21,Cancer [Pe5],103.6,#N/A
